#,After Over Runs,Ball Number,Batsman Changed,Batsman Score,Deliveries Faced,Boundries,Extra Type,Innings,Is Free Hit,Runs Conceded,Outcome of Delivery,OutcomeCategory,Over Number,Partnership,Partnership Deliveries,PartnershipStage,Partneship Runs,Power Play,Previous Over Runs,Stage,Runs in the over,Wicket in the Same Over,Wickets,Gendar,Type,Outcome of Delivery - PLS,Batsman - Boundries - Cat,Batsman - Deliveries Faced - Cat,Batsman - Score - CAT,Batsman - Strike Rate,Batsman Strike Rate - Cat,Bolwer - Runs Conceded- Cat,Bowler - Economy,Bowler - Economy - Cat,Bowler - Wickets-Cat,Bowler Overs,Partnership Deliveries - Cat,Partnership Runs - Cat,Partnership Strike Rate,Partnership Strike Rate - Cat,Previous Over Runs - Cat,Runs in the Over - Cat
1221,10,1,"",3,3,0,Wide,1,"",23,1,Less Impact,17,5,6,Tailend,13,No,4,EndOvers,11,No,0,Female,International,1,Low,Low,Low,100,Low,Medium,5.75,Low,No Wickets,4,Low,Low,216.6666667,High,Low,High
1222,5,2,"",21,21,2,Wide,1,"",18,0,No Impact,18,5,12,Tailend,24,No,12,EndOvers,10,No,1,Female,International,0,Medium,Medium,Middle,100,Low,Medium,6,Low,Low,3,Low,Low,200,High,High,Medium
1223,11,4,"",17,12,3,Wide,2,"",18,0,No Impact,5,3,5,Frontline,9,Yes,2,PowerPlay,9,No,1,Female,International,0,Medium,Medium,Low,141.6666667,Medium,Medium,6,Low,Low,3,Low,Low,180,High,Low,Medium
1224,3,3,"",41,30,6,Wide,2,"",21,1,Less Impact,15,4,10,Tailend,13,No,5,EndOvers,8,No,0,Female,International,1,High,Medium,Middle,136.6666667,Medium,Medium,7,Medium,No Wickets,3,Low,Low,130,Medium,Low,Medium
1225,13,2,"",6,6,1,Wide,1,"",7,0,No Impact,2,1,11,Frontline,9,Yes,2,PowerPlay,7,No,0,Female,International,0,Low,Low,Low,100,Low,Low,7,Medium,No Wickets,1,Low,Low,81.81818182,Low,Low,Medium
1226,4,2,"",4,2,1,Wide,1,"",21,0,No Impact,15,7,2,MiddleOrder,4,No,1,EndOvers,6,Yes,3,Female,International,0,Low,Low,Low,200,High,Medium,5.25,Low,,4,Low,Low,200,High,Low,Low
1227,0,5,"",4,3,1,Wide,2,"",10,0,No Impact,1,1,5,Frontline,10,Yes,,PowerPlay,10,No,0,Female,International,0,Low,Low,Low,133.3333333,Medium,Low,10,Medium,No Wickets,1,Low,Low,200,High,,Medium
1228,6,2,"",4,13,0,Wide,2,"",6,0,No Impact,6,3,20,Frontline,11,Yes,2,PowerPlay,4,No,1,Female,International,0,Low,Medium,Low,30.76923077,Low,Low,2,Low,Low,3,Low,Low,55,Low,Low,Low
1229,4,1,"",4,2,1,Wide,2,"",6,0,No Impact,7,4,2,Tailend,4,No,4,MiddleOvers,6,Yes,1,Female,International,0,Low,Low,Low,200,High,Low,6,Low,Low,1,Low,Low,200,High,Low,Low
1230,4,2,"",11,21,0,Wide,2,"",4,1,Less Impact,10,5,12,Tailend,10,No,6,MiddleOvers,1,No,0,Female,International,1,Low,Medium,Low,52.38095238,Low,Low,4,Low,No Wickets,1,Low,Low,83.33333333,Low,Low,Low
1231,6,6,"",21,33,1,Wide,2,"",13,1,Less Impact,13,5,30,Tailend,24,No,2,MiddleOvers,9,No,0,Female,International,1,Low,Medium,Middle,63.63636364,Low,Medium,6.5,Medium,No Wickets,2,Low,Low,80,Low,Low,Medium
1232,3,2,"",7,15,0,Wide,2,"",8,0,No Impact,14,5,36,Tailend,31,No,10,MiddleOvers,6,No,0,Female,International,0,Low,Medium,Low,46.66666667,Low,Low,4,Low,No Wickets,2,Medium,Low,86.11111111,Low,Medium,Low
1233,7,2,"",3,7,0,Wide,2,"",20,0,No Impact,17,6,15,Tailend,11,No,3,EndOvers,6,No,1,Female,International,0,Low,Low,Low,42.85714286,Low,Medium,5,Low,Low,4,Low,Low,73.33333333,Low,Low,Low
1234,1,6,"",10,9,1,Wide,2,"",7,W,Negative,2,1,11,Frontline,12,Yes,5,PowerPlay,7,No,0,Female,International,-1,Low,Low,Low,111.1111111,Medium,Low,7,Medium,No Wickets,1,Low,Low,109.0909091,Medium,Low,Medium
1235,4,2,"",1,4,0,Wide,2,"",18,1,Less Impact,6,3,11,Frontline,11,Yes,3,PowerPlay,8,No,2,Female,International,1,Low,Low,Low,25,Low,Medium,6,Low,Low,3,Low,Low,100,Low,Low,Medium
1236,3,4,"",11,6,2,Wide,2,"",27,1,Less Impact,16,5,11,Tailend,15,No,7,EndOvers,8,No,2,Female,International,1,Medium,Low,Low,183.3333333,High,Medium,6.75,Medium,Low,4,Low,Low,136.3636364,Medium,Medium,Medium
1237,2,3,"",4,5,0,No,2,"",29,2,Medium Impact,18,7,9,MiddleOrder,14,No,2,EndOvers,11,No,0,Female,International,2,Low,Low,Low,80,Low,Medium,7.25,Medium,No Wickets,4,Low,Low,155.5555556,Medium,Low,High
1238,10,1,"",24,17,5,Wide,1,"",18,0,No Impact,4,1,23,Frontline,30,Yes,9,PowerPlay,11,No,0,Female,Franchaise,0,Medium,Medium,Middle,141.1764706,Medium,Medium,9,Medium,No Wickets,2,Low,Low,130.4347826,Medium,Medium,High
1239,10,2,"",26,20,5,Wide,1,"",6,4,High Impact,5,1,29,Frontline,36,Yes,11,PowerPlay,6,No,0,Female,Franchaise,4,Medium,Medium,Middle,130,Medium,Low,6,Low,No Wickets,1,Low,Low,124.137931,Medium,High,Low
1240,9,5,"",17,21,1,Wide,1,"",33,1,Less Impact,16,2,41,Frontline,50,No,7,EndOvers,15,No,0,Female,Franchaise,1,Low,Medium,Low,80.95238095,Low,High,11,High,No Wickets,3,Medium,Medium,121.9512195,Medium,Medium,High
1241,9,6,"",20,8,4,Wide,2,"",27,4,High Impact,15,4,10,Tailend,27,No,7,EndOvers,20,No,1,Female,Franchaise,4,Medium,Low,Low,250,High,Medium,13.5,High,Low,2,Low,Low,270,High,Medium,High
1242,14,6,"",0,1,0,Wide,2,"",19,1,Less Impact,16,5,1,Tailend,1,No,24,EndOvers,8,Yes,1,Female,Franchaise,1,Low,Low,Low,0,Low,Medium,4.75,Low,Low,4,Low,Low,100,Low,High,Medium
1243,6,1,"",4,10,0,Wide,1,"",7,4,High Impact,5,2,20,Frontline,17,Yes,4,PowerPlay,7,No,0,Female,Franchaise,4,Low,Low,Low,40,Low,Low,7,Medium,No Wickets,1,Low,Low,85,Low,Low,Medium
1244,5,2,"",1,2,0,Wide,1,"",19,0,No Impact,12,8,1,MiddleOrder,1,No,4,MiddleOvers,4,Yes,3,Female,Franchaise,0,Low,Low,Low,50,Low,Medium,4.75,Low,,4,Low,Low,100,Low,Low,Low
1245,4,6,"",0,3,0,Wide,1,"",2,0,No Impact,15,9,5,MiddleOrder,2,No,2,EndOvers,4,No,0,Female,Franchaise,0,Low,Low,Low,0,Low,Low,2,Low,No Wickets,1,Low,Low,40,Low,Low,Low
1246,10,6,Yes,13,9,2,No,2,Yes,12,4,High Impact,3,1,17,Frontline,28,Yes,10,PowerPlay,13,No,0,Female,Franchaise,4,Medium,Low,Low,144.4444444,Medium,Medium,12,High,No Wickets,1,Low,Low,164.7058824,Medium,Medium,High
1247,2,6,"",24,16,4,Wide,2,"",12,0,No Impact,5,2,7,Frontline,9,Yes,10,PowerPlay,7,No,0,Female,Franchaise,0,Medium,Medium,Middle,150,Medium,Medium,6,Low,No Wickets,2,Low,Low,128.5714286,Medium,Medium,Medium
1248,4,1,"",1,2,0,Wide,2,"",3,0,No Impact,8,3,4,Frontline,2,No,2,MiddleOvers,3,Yes,1,Female,Franchaise,0,Low,Low,Low,50,Low,Low,3,Low,Low,1,Low,Low,50,Low,Low,Low
1249,12,1,"",1,2,0,Wide,1,"",8,4,High Impact,1,1,5,Frontline,8,Yes,,PowerPlay,8,No,0,Female,Franchaise,4,Low,Low,Low,50,Low,Low,8,Medium,No Wickets,1,Low,Low,160,Medium,,Medium
1250,5,2,"",38,24,6,No,1,"",17,0,No Impact,19,4,32,Tailend,54,No,9,EndOvers,9,No,0,Female,Franchaise,0,High,Medium,Middle,158.3333333,Medium,Medium,8.5,Medium,No Wickets,2,Medium,Medium,168.75,Medium,Medium,Medium
1251,7,1,"",0,0,0,Wide,2,"",7,0,No Impact,3,2,0,Frontline,0,Yes,3,PowerPlay,1,Yes,1,Female,Franchaise,0,Low,Low,Low,NaN,Low,Low,3.5,Low,Low,2,Low,Low,NaN,Low,Low,Low
1252,5,5,"",3,6,0,Wide,2,"",12,6,High Impact,9,5,8,Tailend,6,No,2,MiddleOvers,5,No,1,Female,Franchaise,6,Low,Low,Low,50,Low,Medium,4,Low,Low,3,Low,Low,75,Low,Low,Low
1253,7,4,"",0,0,0,Wide,2,"",34,W,Negative,15,8,0,MiddleOrder,0,No,6,EndOvers,4,Yes,3,Female,Franchaise,-1,Low,Low,Low,NaN,Low,High,8.5,Medium,,4,Low,Low,NaN,Low,Low,Low
1254,7,5,"",47,37,5,No,2,"",24,4,High Impact,18,8,17,MiddleOrder,29,No,5,EndOvers,17,No,0,Female,Franchaise,4,Medium,Medium,Middle,127.027027,Medium,Medium,12,High,No Wickets,2,Low,Low,170.5882353,Medium,Low,High
1255,2,5,"",15,12,3,No,1,"",17,1,Less Impact,4,1,23,Frontline,35,Yes,4,PowerPlay,17,No,0,Female,Franchaise,1,Medium,Medium,Low,125,Medium,Medium,17,High,No Wickets,1,Low,Low,152.173913,Medium,Low,High
1256,5,6,"",13,11,2,Wide,1,"",20,0,No Impact,7,2,17,Frontline,17,No,6,MiddleOvers,9,No,1,Female,Franchaise,0,Medium,Medium,Low,118.1818182,Medium,Medium,5,Low,Low,4,Low,Low,100,Low,Low,Medium
1257,10,3,"",0,3,0,Wide,2,"",4,0,No Impact,2,1,11,Frontline,9,Yes,5,PowerPlay,4,No,0,Female,Franchaise,0,Low,Low,Low,0,Low,Low,4,Low,No Wickets,1,Low,Low,81.81818182,Low,Low,Low
1258,13,5,"",20,11,3,No,1,"",23,0,No Impact,3,1,17,Frontline,31,Yes,4,PowerPlay,20,No,0,Female,Franchaise,0,Medium,Medium,Low,181.8181818,High,Medium,11.5,High,No Wickets,2,Low,Low,182.3529412,High,Low,High
1259,11,4,"",20,20,1,Wide,1,"",12,0,No Impact,7,2,13,Frontline,16,No,7,MiddleOvers,5,No,1,Female,Franchaise,0,Low,Medium,Low,100,Low,Medium,6,Low,Low,2,Low,Low,123.0769231,Medium,Medium,Low
1260,5,6,N,31,34,5,No,1,Y,15,0,No Impact,14,3,13,Frontline,16,No,3,MiddleOvers,11,No,1,Female,Franchaise,0,Medium,Medium,Middle,91.17647059,Low,Medium,7.5,Medium,Low,2,Low,Low,123.0769231,Medium,Low,High
1261,,2,"",30,22,3,Wide,1,"",30,6,High Impact,20,4,6,Tailend,17,No,2,EndOvers,11,No,0,Female,Franchaise,6,Medium,Medium,Middle,136.3636364,Medium,Medium,10,Medium,No Wickets,3,Low,Low,283.3333333,High,Low,High
1262,8,6,"",27,15,4,Wide,2,"",17,2,Medium Impact,4,1,23,Frontline,30,Yes,10,PowerPlay,12,No,0,Female,Franchaise,2,Medium,Medium,Middle,180,High,Medium,8.5,Medium,No Wickets,2,Low,Low,130.4347826,Medium,Medium,High
1263,0,4,"",8,5,2,Wide,1,"",8,0,No Impact,1,1,5,Frontline,9,Yes,,PowerPlay,9,No,0,Female,Franchaise,0,Medium,Low,Low,160,Medium,Low,8,Medium,No Wickets,1,Low,Low,180,High,,Medium
1264,3,3,"",16,11,2,Wide,1,"",7,1,Less Impact,8,3,20,Frontline,22,No,15,MiddleOvers,5,No,0,Female,Franchaise,1,Medium,Medium,Low,145.4545455,Medium,Low,3.5,Low,No Wickets,2,Low,Low,110,Medium,High,Low
1265,2,3,"",2,6,0,No,1,"",10,0,No Impact,13,7,9,MiddleOrder,5,No,4,MiddleOvers,5,No,1,Female,Franchaise,0,Low,Low,Low,33.33333333,Low,Low,3.333333333,Low,Low,3,Low,Low,55.55555556,Low,Low,Low
1266,8,4,"",3,1,0,Wide,2,"",11,0,No Impact,1,1,5,Frontline,11,Yes,,PowerPlay,11,No,0,Female,Franchaise,0,Low,Low,Low,300,High,Medium,11,High,No Wickets,1,Low,Low,220,High,,High
1267,5,6,"",10,9,2,Wide,1,"",9,4,High Impact,3,1,17,Frontline,23,Yes,9,PowerPlay,9,No,0,Female,Franchaise,4,Medium,Low,Low,111.1111111,Medium,Low,9,Medium,No Wickets,1,Low,Low,135.2941176,Medium,Medium,Medium
1268,4,3,"",42,35,7,Wide,1,"",9,1,Less Impact,11,2,35,Frontline,37,No,6,MiddleOvers,9,No,0,Female,Franchaise,1,High,Medium,Middle,120,Medium,Low,9,Medium,No Wickets,1,Medium,Low,105.7142857,Medium,Low,Medium
1269,15,1,"",44,38,7,Wide,1,"",2,1,Less Impact,12,2,41,Frontline,40,No,10,MiddleOvers,3,No,0,Female,Franchaise,1,High,Medium,Middle,115.7894737,Medium,Low,2,Low,No Wickets,1,Medium,Low,97.56097561,Low,Medium,Low
1270,7,3,"",2,2,0,Wide,2,"",3,4,High Impact,2,1,11,Frontline,13,Yes,10,PowerPlay,3,No,0,Female,Franchaise,4,Low,Low,Low,100,Low,Low,3,Low,No Wickets,1,Low,Low,118.1818182,Medium,Medium,Low
1271,6,2,"",14,9,2,Wide,2,"",27,1,Less Impact,16,4,11,Tailend,18,No,4,EndOvers,13,No,0,Female,Franchaise,1,Medium,Low,Low,155.5555556,Medium,Medium,9,Medium,No Wickets,3,Low,Low,163.6363636,Medium,Low,High
1272,5,2,"",24,20,4,Wide,1,"",2,1,Less Impact,6,2,4,Frontline,3,Yes,6,PowerPlay,3,Yes,1,Male,Franchaise,1,Medium,Medium,Middle,120,Medium,Low,2,Low,Low,1,Low,Low,75,Low,Low,Low
1273,10,3,"",2,6,0,Wide,1,"",4,1,Less Impact,7,2,10,Frontline,8,No,2,MiddleOvers,4,No,0,Male,Franchaise,1,Low,Low,Low,33.33333333,Low,Low,4,Low,No Wickets,1,Low,Low,80,Low,Low,Low
1274,9,5,"",2,7,0,Wide,1,"",18,0,No Impact,11,4,15,Tailend,23,No,10,MiddleOvers,13,No,0,Male,Franchaise,0,Low,Low,Low,28.57142857,Low,Medium,9,Medium,No Wickets,2,Low,Low,153.3333333,Medium,Medium,High
1275,16,2,"",71,47,11,Wide,1,"",14,6,High Impact,15,4,39,Tailend,71,No,16,EndOvers,14,No,0,Male,Franchaise,6,High,High,High,151.0638298,Medium,Medium,14,High,No Wickets,1,Medium,Medium,182.0512821,High,High,High
1276,4,5,"",14,4,3,Wide,1,"",38,1,Less Impact,16,5,4,Tailend,15,No,20,EndOvers,15,Yes,3,Male,Franchaise,1,Medium,Low,Low,350,High,High,9.5,Medium,,4,Low,Low,375,High,High,High
1277,16,6,"",1,2,0,Wide,1,"",10,0,No Impact,17,6,4,Tailend,4,No,10,EndOvers,4,Yes,1,Male,Franchaise,0,Low,Low,Low,50,Low,Low,3.333333333,Low,Low,3,Low,Low,100,Low,Medium,Low
1278,8,2,"",10,7,1,Wide,2,"",6,1,Less Impact,2,1,11,Frontline,16,Yes,10,PowerPlay,6,No,0,Male,Franchaise,1,Low,Low,Low,142.8571429,Medium,Low,6,Low,No Wickets,1,Low,Low,145.4545455,Medium,Medium,Low
1279,7,1,"",13,13,1,Wide,2,"",11,6,High Impact,7,2,22,Frontline,23,No,11,MiddleOvers,4,No,0,Male,Franchaise,6,Low,Medium,Low,100,Low,Medium,5.5,Low,No Wickets,2,Low,Low,104.5454545,Medium,High,Low
1280,15,6,"",16,9,2,Wide,2,"",33,1,Less Impact,17,6,17,Tailend,37,No,9,EndOvers,15,No,0,Male,Franchaise,1,Medium,Low,Low,177.7777778,High,High,11,High,No Wickets,3,Low,Low,217.6470588,High,Medium,High
1281,20,6,"",11,8,2,Wide,1,"",11,0,No Impact,3,1,17,Frontline,17,Yes,6,PowerPlay,4,No,0,Male,Franchaise,0,Medium,Low,Low,137.5,Medium,Medium,5.5,Low,No Wickets,2,Low,Low,100,Low,Low,Low
1282,12,4,"",25,14,4,No,1,"",12,2,Medium Impact,5,1,29,Frontline,51,No,20,PowerPlay,14,No,0,Male,Franchaise,2,Medium,Medium,Middle,178.5714286,High,Medium,12,High,No Wickets,1,Low,Medium,175.862069,High,High,High
1283,11,2,"",30,20,4,Wide,1,"",6,2,Medium Impact,8,3,9,Frontline,10,No,4,MiddleOvers,6,No,0,Male,Franchaise,2,Medium,Medium,Middle,150,Medium,Low,6,Low,No Wickets,1,Low,Low,111.1111111,Medium,Low,Low
1284,5,4,"",1,1,0,Wide,1,"",34,1,Less Impact,16,5,2,Tailend,3,No,17,EndOvers,9,No,2,Male,Franchaise,1,Low,Low,Low,100,Low,High,8.5,Medium,Low,4,Low,Low,150,Medium,High,Medium
1285,11,6,"",3,4,0,Wide,1,"",26,0,No Impact,17,6,3,Tailend,3,No,10,EndOvers,5,No,3,Male,Franchaise,0,Low,Low,Low,75,Low,Medium,8.666666667,Medium,,3,Low,Low,100,Low,Medium,Low
1286,15,6,"",14,9,1,Wide,1,"",38,W,Negative,19,7,15,MiddleOrder,27,No,11,EndOvers,12,No,4,Male,Franchaise,-1,Low,Low,Low,155.5555556,Medium,High,9.5,Medium,Middle,4,Low,Low,180,High,High,High
1287,,1,"",0,0,0,Wide,1,"",46,1,Less Impact,20,8,5,MiddleOrder,14,No,12,EndOvers,14,No,0,Male,Franchaise,1,Low,Low,Low,NaN,Low,High,11.5,High,No Wickets,4,Low,Low,280,High,High,High
1288,0,1,"",4,7,0,Wide,2,"",10,6,High Impact,2,3,8,Frontline,10,Yes,4,PowerPlay,10,No,0,Male,Franchaise,6,Low,Low,Low,57.14285714,Low,Low,10,Medium,No Wickets,1,Low,Low,125,Medium,Low,Medium
1289,8,5,"",4,6,0,Wide,2,"",9,0,No Impact,4,5,5,Tailend,9,Yes,0,PowerPlay,9,No,0,Male,Franchaise,0,Low,Low,Low,66.66666667,Low,Low,9,Medium,No Wickets,1,Low,Low,180,High,Low,Medium
1290,11,2,"",4,9,0,Wide,2,"",6,6,High Impact,5,5,11,Tailend,11,Yes,9,PowerPlay,2,No,3,Male,Franchaise,6,Low,Low,Low,44.44444444,Low,Low,2,Low,,3,Low,Low,100,Low,Medium,Low
1291,4,4,"",2,2,0,Wide,2,"",24,2,Medium Impact,7,7,3,MiddleOrder,2,No,11,MiddleOvers,8,Yes,1,Male,Franchaise,2,Low,Low,Low,100,Low,Medium,12,High,Low,2,Low,Low,66.66666667,Low,High,Medium
1292,14,2,"",5,5,0,Wide,2,"",4,0,No Impact,8,6,9,Tailend,8,No,10,MiddleOvers,4,No,0,Male,Franchaise,0,Low,Low,Low,100,Low,Low,4,Low,No Wickets,1,Low,Low,88.88888889,Low,Medium,Low
1293,2,6,"",2,2,0,Wide,2,"",9,0,No Impact,10,8,2,MiddleOrder,3,No,14,MiddleOvers,5,Yes,1,Male,Franchaise,0,Low,Low,Low,100,Low,Low,4.5,Low,Low,2,Low,Low,150,Medium,High,Low
1294,6,2,"",0,2,0,Wide,1,"",6,4,High Impact,1,1,5,Frontline,10,Yes,,PowerPlay,10,No,0,Male,Franchaise,4,Low,Low,Low,0,Low,Low,6,Low,No Wickets,1,Low,Low,200,High,,Medium
1295,10,3,"",0,2,0,Wide,1,"",15,0,No Impact,17,9,1,MiddleOrder,2,No,17,EndOvers,4,Yes,2,Male,Franchaise,0,Low,Low,Low,0,Low,Medium,5,Low,Low,3,Low,Low,200,High,High,Low
1296,5,2,"",15,11,2,Wide,1,"",26,1,Less Impact,18,9,8,MiddleOrder,12,No,4,EndOvers,9,No,4,Male,Franchaise,1,Medium,Medium,Low,136.3636364,Medium,Medium,6.5,Medium,Middle,4,Low,Low,150,Medium,Low,Medium
1297,8,2,"",16,11,3,Wide,2,"",16,1,Less Impact,4,1,23,Frontline,43,Yes,15,PowerPlay,9,No,0,Male,Franchaise,1,Medium,Medium,Low,145.4545455,Medium,Medium,8,Medium,No Wickets,2,Low,Medium,186.9565217,High,High,Medium
1298,2,4,"",22,17,4,Wide,2,"",7,1,Less Impact,5,1,29,Frontline,51,Yes,10,PowerPlay,7,No,0,Male,Franchaise,1,Medium,Medium,Middle,129.4117647,Medium,Low,7,Medium,No Wickets,1,Low,Medium,175.862069,High,Medium,Medium
1299,13,4,"",0,2,0,Wide,2,"",1,1,Less Impact,6,2,2,Frontline,1,Yes,8,PowerPlay,1,Yes,1,Male,Franchaise,1,Low,Low,Low,0,Low,Low,1,Low,Low,1,Low,Low,50,Low,Medium,Low
1300,13,3,"",54,25,10,Wide,2,"",18,1,Less Impact,10,2,26,Frontline,41,No,12,MiddleOvers,5,No,0,Male,Franchaise,1,High,Medium,High,216,High,Medium,9,Medium,No Wickets,2,Low,Medium,157.6923077,Medium,High,Low
1301,4,5,"",16,19,1,Wide,2,"",25,6,High Impact,12,2,38,Frontline,61,No,13,MiddleOvers,6,No,0,Male,Franchaise,6,Low,Medium,Low,84.21052632,Low,Medium,8.333333333,Medium,No Wickets,3,Medium,Medium,160.5263158,Medium,High,Low
1302,4,5,"",2,5,0,Wide,2,"",18,0,No Impact,14,3,9,Frontline,10,No,4,MiddleOvers,8,No,1,Male,Franchaise,0,Low,Low,Low,40,Low,Medium,6,Low,Low,3,Low,Low,111.1111111,Medium,Low,Medium
1303,10,5,"",3,1,0,Wide,1,"",6,0,No Impact,2,1,11,Frontline,13,Yes,7,PowerPlay,6,No,0,Male,Franchaise,0,Low,Low,Low,300,High,Low,6,Low,No Wickets,1,Low,Low,118.1818182,Medium,Medium,Low
1304,11,1,"",26,20,4,Wide,1,"",7,1,Less Impact,6,1,35,Frontline,41,Yes,4,PowerPlay,7,No,0,Male,Franchaise,1,Medium,Medium,Middle,130,Medium,Low,7,Medium,No Wickets,1,Medium,Medium,117.1428571,Medium,Low,Medium
1305,3,3,"",35,26,4,Wide,1,"",4,4,High Impact,8,2,5,Frontline,5,No,11,MiddleOvers,5,No,0,Male,Franchaise,4,Medium,Medium,Middle,134.6153846,Medium,Low,4,Low,No Wickets,1,Low,Low,100,Low,High,Low
1306,2,4,"",12,12,1,Wide,1,"",18,4,High Impact,12,3,21,Frontline,22,No,9,MiddleOvers,6,No,0,Male,Franchaise,4,Low,Medium,Low,100,Low,Medium,6,Low,No Wickets,3,Low,Low,104.7619048,Medium,Medium,Low
1307,8,6,"",1,3,0,Wide,1,"",28,0,No Impact,15,5,9,Tailend,17,No,4,EndOvers,14,No,2,Male,Franchaise,0,Low,Low,Low,33.33333333,Low,Medium,7,Medium,Low,4,Low,Low,188.8888889,High,Low,High
1308,3,1,"",32,26,4,Wide,2,"",34,0,No Impact,9,2,28,Frontline,36,No,5,MiddleOvers,6,No,0,Male,Franchaise,0,Medium,Medium,Middle,123.0769231,Medium,High,11.33333333,High,No Wickets,3,Low,Low,128.5714286,Medium,Low,Low
1309,12,5,"",1,1,0,Wide,2,"",6,1,Less Impact,12,3,5,Frontline,4,No,12,MiddleOvers,5,No,0,Male,Franchaise,1,Low,Low,Low,100,Low,Low,3,Low,No Wickets,2,Low,Low,80,Low,High,Low
1310,9,3,"",15,11,3,No,1,"",12,1,Less Impact,3,1,17,Frontline,34,Yes,6,PowerPlay,12,No,0,Male,Franchaise,1,Medium,Medium,Low,136.3636364,Medium,Medium,12,High,No Wickets,1,Low,Low,200,High,Low,High
1311,17,6,N,44,34,3,No,1,Y,33,0,No Impact,18,4,5,Tailend,11,No,9,EndOvers,11,No,1,Male,Franchaise,0,Medium,Medium,Middle,129.4117647,Medium,High,11,High,Low,3,Low,Low,220,High,Medium,High
1312,3,2,"",11,3,3,No,1,"",46,4,High Impact,19,5,4,Tailend,13,No,11,EndOvers,13,Yes,2,Male,Franchaise,4,Medium,Low,Low,366.6666667,High,High,11.5,High,Low,4,Low,Low,325,High,High,High
1313,4,5,"",0,1,0,Wide,2,"",1,1,Less Impact,6,3,1,Frontline,1,Yes,9,PowerPlay,1,Yes,1,Male,Franchaise,1,Low,Low,Low,0,Low,Low,1,Low,Low,1,Low,Low,100,Low,Medium,Low
1314,0,2,"",4,2,1,Wide,2,"",6,1,Less Impact,9,6,1,Tailend,4,No,5,MiddleOvers,6,Yes,2,Male,Franchaise,1,Low,Low,Low,200,High,Low,6,Low,Low,1,Low,Low,400,High,Low,Low
1315,8,5,"",5,10,1,Wide,2,"",10,0,No Impact,11,6,13,Tailend,9,No,0,MiddleOvers,4,No,2,Male,Franchaise,0,Low,Low,Low,50,Low,Low,5,Low,Low,2,Low,Low,69.23076923,Low,Low,Low
1316,4,5,"",10,13,2,Wide,2,"",21,0,No Impact,12,6,19,Tailend,17,No,8,MiddleOvers,8,No,0,Male,Franchaise,0,Medium,Medium,Low,76.92307692,Low,Medium,7,Medium,No Wickets,3,Low,Low,89.47368421,Low,Medium,Medium
1317,6,1,"",21,21,4,Wide,2,"",32,1,Less Impact,14,6,31,Tailend,32,No,4,MiddleOvers,11,No,0,Male,Franchaise,1,Medium,Medium,Middle,100,Low,High,8,Medium,No Wickets,4,Medium,Low,103.2258065,Medium,Low,High
1318,9,3,"",13,8,2,Wide,2,"",23,0,No Impact,17,7,14,MiddleOrder,21,No,13,EndOvers,7,No,2,Male,Franchaise,0,Medium,Low,Low,162.5,Medium,Medium,5.75,Low,Low,4,Low,Low,150,Medium,High,Medium
1319,,3,"",49,42,8,Wide,2,"",17,5,High Impact,20,7,32,MiddleOrder,47,No,8,EndOvers,9,No,0,Male,Franchaise,5,High,High,Middle,116.6666667,Medium,Medium,8.5,Medium,No Wickets,2,Medium,Medium,146.875,Medium,Medium,Medium
1320,12,4,"",10,5,2,Wide,2,"",11,1,Less Impact,1,1,5,Frontline,11,Yes,,PowerPlay,11,No,0,Male,Franchaise,1,Medium,Low,Low,200,High,Medium,11,High,No Wickets,1,Low,Low,220,High,,High
1321,8,6,"",16,9,3,Wide,2,"",7,1,Less Impact,2,1,11,Frontline,23,Yes,12,PowerPlay,11,No,0,Male,Franchaise,1,Medium,Low,Low,177.7777778,High,Low,7,Medium,No Wickets,1,Low,Low,209.0909091,High,High,High
1322,11,3,"",2,5,0,Wide,2,"",8,0,No Impact,3,1,17,Frontline,32,Yes,12,PowerPlay,8,No,0,Male,Franchaise,0,Low,Low,Low,40,Low,Low,8,Medium,No Wickets,1,Low,Low,188.2352941,High,High,Medium
1323,6,6,"",6,13,0,Wide,2,"",11,1,Less Impact,12,5,25,Tailend,19,No,3,MiddleOvers,7,No,0,Male,Franchaise,1,Low,Medium,Low,46.15384615,Low,Medium,5.5,Low,No Wickets,2,Low,Low,76,Low,Low,Medium
1324,6,3,"",17,21,1,Wide,2,"",27,1,Less Impact,14,5,37,Tailend,29,No,6,MiddleOvers,4,No,0,Male,Franchaise,1,Low,Medium,Low,80.95238095,Low,Medium,9,Medium,No Wickets,3,Medium,Low,78.37837838,Low,Low,Low
1325,16,1,"",3,7,0,Wide,1,"",14,0,No Impact,3,1,17,Frontline,15,Yes,1,PowerPlay,10,No,0,Male,Franchaise,0,Low,Low,Low,42.85714286,Low,Medium,7,Medium,No Wickets,2,Low,Low,88.23529412,Low,Low,Medium
1326,20,3,"",57,34,10,Wide,1,"",8,1,Less Impact,13,4,10,Tailend,13,No,9,MiddleOvers,4,No,0,Male,Franchaise,1,High,Medium,High,167.6470588,Medium,Low,4,Low,No Wickets,2,Low,Low,130,Medium,Medium,Low
1327,12,5,"",97,46,16,Wide,1,"",32,4,High Impact,16,4,28,Tailend,63,No,11,EndOvers,18,No,0,Male,Franchaise,4,High,High,High,210.8695652,High,High,8,Medium,No Wickets,4,Low,Medium,225,High,High,High
